tweet_id	image_id	text_info	text_info_conf	image_info	image_info_conf	text_human	text_human_conf	image_human	image_human_conf	image_damage	image_damage_conf	tweet_text	image_url	image_path
929989549895438336	929989549895438336_0	informative	1.0	informative	1.0	injured_or_dead_people	1.0	other_relevant_information	1.0	nan	nan	WSJ: Earthquake near Iran-Iraq border kills more than 200 https://t.co/l6rVg3feU4 https://t.co/ZZkY7wqYSf	http://pbs.twimg.com/media/DOf4KJNX0AAFToQ.jpg	data_image/iraq_iran_earthquake/13_11_2017/929989549895438336_0.jpg
929989658351505408	929989658351505408_0	informative	1.0	informative	1.0	injured_or_dead_people	1.0	infrastructure_and_utility_damage	1.0	severe_damage	1.0	RT @HuffPost: Hundreds dead after powerful #earthquake hits border between Iran and Iraq https://t.co/p8TJjvjOhr https://t.co/l4PJqZxiaz	http://pbs.twimg.com/media/DOfyjKuX4AEeKRq.jpg	data_image/iraq_iran_earthquake/13_11_2017/929989658351505408_0.jpg
929989743810576384	929989743810576384_0	informative	0.6686	informative	0.6633	rescue_volunteering_or_donation_effort	0.6686	rescue_volunteering_or_donation_effort	0.6633	nan	nan	Turkey rushes to help Iraq earthquake victims https://t.co/byyQ0NOPxt https://t.co/pT0SfLRTxE	http://pbs.twimg.com/media/DOf8vFCWsAA_9Pt.jpg	data_image/iraq_iran_earthquake/13_11_2017/929989743810576384_0.jpg
929989752400564226	929989752400564226_0	informative	1.0	not_informative	1.0	injured_or_dead_people	1.0	not_humanitarian	1.0	nan	nan	#BREAKING: Death toll in #Iran-#Iraq #earthquake reportedly climbs to 328 https://t.co/ZM0qSsTM9w https://t.co/HFyPs97nkb	http://pbs.twimg.com/media/DOf8plkWsAAtWnp.jpg	data_image/iraq_iran_earthquake/13_11_2017/929989752400564226_0.jpg
929989752882806785	929989752882806785_0	informative	1.0	informative	1.0	injured_or_dead_people	1.0	infrastructure_and_utility_damage	1.0	severe_damage	1.0	Strong earthquake hits Iraq and Iran, killing at least 218 https://t.co/ewo0UrauTY #WorldNews #News https://t.co/YGOtOQzOXt	http://pbs.twimg.com/media/DOf8v-2VwAA0n8-.jpg	data_image/iraq_iran_earthquake/13_11_2017/929989752882806785_0.jpg
929989758910128128	929989758910128128_0	informative	1.0	informative	1.0	injured_or_dead_people	1.0	other_relevant_information	1.0	nan	nan	Officials raise death count to at least 200 after earthquake rocks northern Iraq https://t.co/sqkeX5nKz9 https://t.co/l9TVeHaiCi	http://pbs.twimg.com/media/DOf8wcKUEAA6COY.jpg	data_image/iraq_iran_earthquake/13_11_2017/929989758910128128_0.jpg
929989819211681793	929989819211681793_0	informative	1.0	informative	1.0	injured_or_dead_people	1.0	infrastructure_and_utility_damage	1.0	severe_damage	1.0	#News:- At least 210 people were killed in Iran and Iraq, a powerful magnitude 7.3 earthquake hit the region https://t.co/KyOdFMZChN	http://pbs.twimg.com/media/DOf8yQ2W4AAibqp.jpg	data_image/iraq_iran_earthquake/13_11_2017/929989819211681793_0.jpg
929989844633313280	929989844633313280_0	informative	1.0	informative	0.6571	other_relevant_information	1.0	other_relevant_information	0.6571	nan	nan	I think Event: Earthquake has occurred in Iran Mon Nov 13 02:26:33 2017 CDT https://t.co/SdoJ6w0tH7	http://pbs.twimg.com/media/DOf81ZEXcAAuCtW.jpg	data_image/iraq_iran_earthquake/13_11_2017/929989844633313280_0.jpg
929990524798492672	929990524798492672_0	informative	1.0	not_informative	0.6716	injured_or_dead_people	1.0	not_humanitarian	0.6716	nan	nan	Iran-Iraq earthquake: 328 people dead from devastating quake in border region https://t.co/xjcicATUDS https://t.co/xEL8W54mqu	http://pbs.twimg.com/media/DOf9c_oU8AAoj6u.jpg	data_image/iraq_iran_earthquake/13_11_2017/929990524798492672_0.jpg
929990644466110469	929990644466110469_0	informative	1.0	not_informative	0.6914	other_relevant_information	1.0	not_humanitarian	0.6914	nan	nan	RT @khaleejtimes: Earthquake in Iran-Iraq border, tremors felt in UAE https://t.co/VZxiwUkof5 https://t.co/OAhy9eY9G7	http://pbs.twimg.com/media/DOdBG_7W4AAGQvk.jpg	data_image/iraq_iran_earthquake/13_11_2017/929990644466110469_0.jpg
929991089150406656	929991089150406656_0	informative	1.0	not_informative	1.0	injured_or_dead_people	1.0	not_humanitarian	1.0	nan	nan	Iraq: Strong earthquake hits Iraq-Iran border area, six killed in Iran #humanitarian #newzealand #auckland https://t.co/VYjRFEhxLz	http://pbs.twimg.com/media/DOf999aWAAEEnRO.jpg	data_image/iraq_iran_earthquake/13_11_2017/929991089150406656_0.jpg
929991509499187200	929991509499187200_0	informative	1.0	informative	0.6801	injured_or_dead_people	1.0	injured_or_dead_people	0.6801	nan	nan	The Wall Street Journal: Iran-Iraq earthquake kills at least 207, with de... https://t.co/h0GnYkR6H0 https://t.co/HWQn1h0BBU	http://pbs.twimg.com/media/DOf-WP8VwAAWYaO.jpg	data_image/iraq_iran_earthquake/13_11_2017/929991509499187200_0.jpg
929992074149154816	929992074149154816_0	informative	1.0	not_informative	1.0	other_relevant_information	1.0	not_humanitarian	1.0	nan	nan	Strong earthquake strikes #Iraq #UnitedStates #Iran https://t.co/IU3mK3yONm https://t.co/vlwVC2vkhc	http://pbs.twimg.com/media/DOf-3KNXcAAJsT0.jpg	data_image/iraq_iran_earthquake/13_11_2017/929992074149154816_0.jpg
929992210988269569	929992210988269569_0	not_informative	1.0	not_informative	0.8025	not_humanitarian	1.0	not_humanitarian	0.8025	nan	nan	I had a heart attack waiting to hear back from my dad in Najaf (Iraq), about the earthquake ὢ5 Alhamdulillah https://t.co/dr757df16T	http://pbs.twimg.com/media/DOf--r3XcAEzsCi.jpg	data_image/iraq_iran_earthquake/13_11_2017/929992210988269569_0.jpg
929992374293495808	929992374293495808_0	informative	1.0	informative	0.6866	injured_or_dead_people	1.0	injured_or_dead_people	0.6866	nan	nan	Over 200 killed in Iran-Iraqi earthquake https://t.co/r53O8nKXOq https://t.co/RHz9pYrG9f	http://pbs.twimg.com/media/DOf_IoaUQAEfP6s.jpg	data_image/iraq_iran_earthquake/13_11_2017/929992374293495808_0.jpg
929992506158149635	929992506158149635_0	informative	1.0	informative	0.616	injured_or_dead_people	1.0	other_relevant_information	0.616	nan	nan	RT @AhmadiyyaTimes: Baghdad: Powerful earthquake on Iran-Iraq border kills 207 people https://t.co/86eNttQ1p4 Pls RT https://t.co/YYiWsqD0ES	http://pbs.twimg.com/media/DOfwnh9VAAABSgo.jpg	data_image/iraq_iran_earthquake/13_11_2017/929992506158149635_0.jpg
929992542673915904	929992542673915904_0	informative	1.0	informative	0.6379	injured_or_dead_people	1.0	infrastructure_and_utility_damage	0.6379	severe_damage	1.0	At least 214 #People #Dead in Iran-Iraq #Earthquake - https://t.co/XBKZxdI8Rs - #IranIraq #News https://t.co/hRjTw87yoN	http://pbs.twimg.com/media/DOf_SZ6WsAADdod.jpg	data_image/iraq_iran_earthquake/13_11_2017/929992542673915904_0.jpg
929992723146399745	929992723146399745_0	informative	0.6061	informative	1.0	infrastructure_and_utility_damage	0.6061	infrastructure_and_utility_damage	1.0	severe_damage	1.0	LIVE: Deadly earthquake hits Iraq &amp; Iran – aftermath footage from Iraqi Sulaymaniyah https://t.co/TnJW35si1c https://t.co/xrrmgXP45A	http://pbs.twimg.com/media/DOf_bdnX4AETXZX.jpg	data_image/iraq_iran_earthquake/13_11_2017/929992723146399745_0.jpg
929992868156108800	929992868156108800_0	informative	1.0	informative	1.0	other_relevant_information	1.0	injured_or_dead_people	1.0	nan	nan	Our collective hearts are heavy with sympathy. #Iran #Earthquake #Kermanshah #Sar_pol_Zahab https://t.co/gfLsvn5JGL	http://pbs.twimg.com/media/DOf_jsqXcAAEdks.jpg	data_image/iraq_iran_earthquake/13_11_2017/929992868156108800_0.jpg
929993504662720512	929993504662720512_0	informative	1.0	informative	1.0	injured_or_dead_people	1.0	infrastructure_and_utility_damage	1.0	severe_damage	1.0	7.3 MAGNITUDE EARTHQUAKE HITS IRAN-IRAQ; MANY KILLED, THOUSANDS INJURED. https://t.co/BnsJS2pmus https://t.co/7UBHXQBoRg	http://pbs.twimg.com/media/DOgAKXnVoAE9IWm.jpg	data_image/iraq_iran_earthquake/13_11_2017/929993504662720512_0.jpg
929994366944505856	929994366944505856_0	informative	1.0	informative	1.0	other_relevant_information	1.0	other_relevant_information	1.0	nan	nan	#Earthquake magnitude 4,4 - 94,1 km from #Sulaymaniyah - #Iraq https://t.co/dEu1qrEtV8 https://t.co/UWVSTEE9sA	http://pbs.twimg.com/media/DOgA8k5WsAEuGFp.jpg	data_image/iraq_iran_earthquake/13_11_2017/929994366944505856_0.jpg
929994458153803776	929994458153803776_0	informative	1.0	informative	1.0	injured_or_dead_people	1.0	infrastructure_and_utility_damage	1.0	severe_damage	0.7808	the #earthquake killed more than 300 and wounded thousands in Kurdish region in #Iran &amp; #Iraq #BBCNews https://t.co/BozTlqs7fJ	http://pbs.twimg.com/media/DOgA2xTXkAA0-T_.jpg	data_image/iraq_iran_earthquake/13_11_2017/929994458153803776_0.jpg
929994458153803776	929994458153803776_1	informative	1.0	informative	0.6914	injured_or_dead_people	1.0	injured_or_dead_people	0.6914	nan	nan	the #earthquake killed more than 300 and wounded thousands in Kurdish region in #Iran &amp; #Iraq #BBCNews https://t.co/BozTlqs7fJ	http://pbs.twimg.com/media/DOgA2xnX4AAeKJy.jpg	data_image/iraq_iran_earthquake/13_11_2017/929994458153803776_1.jpg
929994458153803776	929994458153803776_2	informative	1.0	informative	0.3969	injured_or_dead_people	1.0	infrastructure_and_utility_damage	0.3969	severe_damage	0.7808	the #earthquake killed more than 300 and wounded thousands in Kurdish region in #Iran &amp; #Iraq #BBCNews https://t.co/BozTlqs7fJ	http://pbs.twimg.com/media/DOgA2xeXUAAz9hZ.jpg	data_image/iraq_iran_earthquake/13_11_2017/929994458153803776_2.jpg
929994458153803776	929994458153803776_3	informative	1.0	informative	0.764	injured_or_dead_people	1.0	infrastructure_and_utility_damage	0.764	severe_damage	0.8758	the #earthquake killed more than 300 and wounded thousands in Kurdish region in #Iran &amp; #Iraq #BBCNews https://t.co/BozTlqs7fJ	http://pbs.twimg.com/media/DOgA2xlX0AAsxQX.jpg	data_image/iraq_iran_earthquake/13_11_2017/929994458153803776_3.jpg
929994774819479552	929994774819479552_0	informative	1.0	informative	0.7059	injured_or_dead_people	1.0	infrastructure_and_utility_damage	0.7059	severe_damage	1.0	Iran-Iraq Border Earthquake Death Toll Tops 200, Officials Say https://t.co/rMxeWOnb4H https://t.co/0TTlpqwMsr	http://pbs.twimg.com/media/DOgBUTvVQAAZkCs.jpg	data_image/iraq_iran_earthquake/13_11_2017/929994774819479552_0.jpg
929995053619138560	929995053619138560_0	not_informative	0.7	not_informative	1.0	not_humanitarian	0.7	not_humanitarian	1.0	nan	nan	New #Earthquake. ἰE 4.4 - 44km E of #Kifri - #Iraq. 2017/11/13 08:29:01. #Temblor #Sismo #USGS #alert https://t.co/WagKP6kkTU	http://pbs.twimg.com/media/DOgBkjKX4AEEDxQ.jpg	data_image/iraq_iran_earthquake/13_11_2017/929995053619138560_0.jpg
929995078533337089	929995078533337089_0	informative	0.6481	not_informative	1.0	other_relevant_information	0.6481	not_humanitarian	1.0	nan	nan	Pakistan condoles with Iran, Iraq on devastating earthquake https://t.co/8uJ9F6AX97 https://t.co/Kaj8dfIfDO	http://pbs.twimg.com/media/DOgBmCEVAAIPf7M.jpg	data_image/iraq_iran_earthquake/13_11_2017/929995078533337089_0.jpg
929996080498003968	929996080498003968_0	informative	1.0	informative	0.3429	other_relevant_information	1.0	infrastructure_and_utility_damage	0.3429	little_or_no_damage	0.657	RT @imranbird: #Earthquake in #kuwait. Everyone is standing outside. https://t.co/WolwXLvzh3	http://pbs.twimg.com/media/DOc7_IUUIAAY5sv.jpg	data_image/iraq_iran_earthquake/13_11_2017/929996080498003968_0.jpg
929996293245718528	929996293245718528_0	informative	1.0	informative	0.6895	other_relevant_information	1.0	injured_or_dead_people	0.6895	nan	nan	#Heartbreaking Earthquake between border Iran &amp; Iraq RIP ὤF #earthquake #زلزلە Photo: Rudaw https://t.co/TJT8iS1QY1	http://pbs.twimg.com/media/DOgCsYhWsAARWj_.jpg	data_image/iraq_iran_earthquake/13_11_2017/929996293245718528_0.jpg
929996293245718528	929996293245718528_1	informative	1.0	informative	1.0	other_relevant_information	1.0	injured_or_dead_people	1.0	nan	nan	#Heartbreaking Earthquake between border Iran &amp; Iraq RIP ὤF #earthquake #زلزلە Photo: Rudaw https://t.co/TJT8iS1QY1	http://pbs.twimg.com/media/DOgCsaZW4AAykQD.jpg	data_image/iraq_iran_earthquake/13_11_2017/929996293245718528_1.jpg
929996293245718528	929996293245718528_2	informative	1.0	informative	0.6875	other_relevant_information	1.0	affected_individuals	0.6875	nan	nan	#Heartbreaking Earthquake between border Iran &amp; Iraq RIP ὤF #earthquake #زلزلە Photo: Rudaw https://t.co/TJT8iS1QY1	http://pbs.twimg.com/media/DOgCsb-X4AAOhzs.jpg	data_image/iraq_iran_earthquake/13_11_2017/929996293245718528_2.jpg
929996311478272000	929996311478272000_0	informative	1.0	informative	1.0	injured_or_dead_people	1.0	infrastructure_and_utility_damage	1.0	severe_damage	0.7072	Atleast 207 Dead, Thousands Injured As 7.3-Magnitude Earthquake Hits Northern Border Region… https://t.co/8RVoot4B4Y https://t.co/glpJfPj0n7	http://pbs.twimg.com/media/DOgCt0fUQAEnzIs.jpg	data_image/iraq_iran_earthquake/13_11_2017/929996311478272000_0.jpg
929997322351673344	929997322351673344_0	informative	1.0	informative	1.0	injured_or_dead_people	1.0	affected_individuals	1.0	nan	nan	7.3 earthquake kills at least 160 in Iran, government says https://t.co/pYZ91c73Hm https://t.co/mZ4TjNG36v	http://pbs.twimg.com/media/DOgDolYUQAEFhVs.jpg	data_image/iraq_iran_earthquake/13_11_2017/929997322351673344_0.jpg
929997578799853568	929997578799853568_0	informative	0.6802	informative	0.3465	other_relevant_information	0.6802	other_relevant_information	0.3465	nan	nan	RT @akifinam: Press Release by @MFATurkey regarding the earthquake in #Iraq. #Halabja #Sulaimani https://t.co/X4yd3hbPi0	http://pbs.twimg.com/media/DOfo-YEWsAA0QTZ.jpg	data_image/iraq_iran_earthquake/13_11_2017/929997578799853568_0.jpg
929997660345397248	929997660345397248_0	informative	0.6778	informative	1.0	other_relevant_information	0.6778	other_relevant_information	1.0	nan	nan	RT @Lee_Saks: #Iraq #Iran 7.2 earthquake major oil fields map. no damages reported yet. #OOTT https://t.co/aOnfPaawMW	http://pbs.twimg.com/media/DOdI6DnVwAA_2r9.jpg	data_image/iraq_iran_earthquake/13_11_2017/929997660345397248_0.jpg
929998022867435520	929998022867435520_0	informative	0.6551	not_informative	0.6698	rescue_volunteering_or_donation_effort	0.6551	not_humanitarian	0.6698	nan	nan	1st Turkish earthquake emergency plane has landed in Sulaymaniyah, Iraq https://t.co/syj5ErH9WP	http://pbs.twimg.com/media/DOgEQ7aVAAAkpRx.jpg	data_image/iraq_iran_earthquake/13_11_2017/929998022867435520_0.jpg
929999388713332737	929999388713332737_0	informative	0.6571	informative	1.0	infrastructure_and_utility_damage	0.6571	infrastructure_and_utility_damage	1.0	mild_damage	0.7723	RT @RudawEnglish: Material damages captured by Rudaw English's managing editor @OsamaGolpy in #Halabja #earthquake https://t.co/6MaFWai7Vb	http://pbs.twimg.com/media/DOc_b6AW0AAQsaF.jpg	data_image/iraq_iran_earthquake/13_11_2017/929999388713332737_0.jpg
930000279327723520	930000279327723520_0	informative	1.0	not_informative	0.6755	other_relevant_information	1.0	not_humanitarian	0.6755	nan	nan	RT @TimesofIsrael: Israel rattled as 7.2-magnitude earthquake strikes northeast Iraq https://t.co/RUxTDHMfWW https://t.co/DUbgtHtPCb	http://pbs.twimg.com/media/DOdPB3yUMAAyLgA.jpg	data_image/iraq_iran_earthquake/13_11_2017/930000279327723520_0.jpg
930000308033507328	930000308033507328_0	informative	1.0	informative	1.0	rescue_volunteering_or_donation_effort	1.0	infrastructure_and_utility_damage	1.0	severe_damage	0.6774	#Iran's Army is deployed in the region to help the relief forces to find trapped earthquake victims #iranEarthquake https://t.co/JEj9n8bhZs	http://pbs.twimg.com/media/DOgGMRJV4AERmBt.jpg	data_image/iraq_iran_earthquake/13_11_2017/930000308033507328_0.jpg
930000401776238592	930000401776238592_0	not_informative	0.3404	not_informative	1.0	not_humanitarian	0.3404	not_humanitarian	1.0	nan	nan	Commanders of #IRGC, #Iran's Army visit #earthquake areas in Western Iran. https://t.co/6dOdulWQRf	http://pbs.twimg.com/media/DOgGbN_X4AAzR_n.jpg	data_image/iraq_iran_earthquake/13_11_2017/930000401776238592_0.jpg
930000550657064960	930000550657064960_0	informative	1.0	not_informative	1.0	other_relevant_information	1.0	not_humanitarian	1.0	nan	nan	Iraq earthquake caught on camera during live TV interview [Video] https://t.co/wTZQflW7mn https://t.co/xaKdVZbDNH	http://pbs.twimg.com/media/DOgGkkzUMAEpekv.jpg	data_image/iraq_iran_earthquake/13_11_2017/930000550657064960_0.jpg
930000573411110913	930000573411110913_0	informative	1.0	informative	1.0	injured_or_dead_people	1.0	infrastructure_and_utility_damage	1.0	severe_damage	1.0	Earthquake hits Iraq near border with Iran, several killed in both countries https://t.co/5iZy0jClah https://t.co/hcKUJntKrp	http://pbs.twimg.com/media/DOgGly4UQAAtIzg.jpg	data_image/iraq_iran_earthquake/13_11_2017/930000573411110913_0.jpg
930000656525680640	930000656525680640_0	informative	0.6742	informative	1.0	injured_or_dead_people	0.6742	infrastructure_and_utility_damage	1.0	severe_damage	0.6653	Remarkable that there are accurate figures for loss of life in the Iran/Iraq earthquake. https://t.co/YZSsb3mtRu	http://pbs.twimg.com/media/DOgGpa7X0AEPPm2.jpg	data_image/iraq_iran_earthquake/13_11_2017/930000656525680640_0.jpg
930001778115985408	930001778115985408_0	informative	1.0	informative	0.6801	other_relevant_information	1.0	infrastructure_and_utility_damage	0.6801	mild_damage	0.3506	Iraq-Iran earthquake: From Bhuj to Haiti, the deadliest quakes of this century | world-news https://t.co/MiFhFFACvJ https://t.co/ztbs4sn3us	http://pbs.twimg.com/media/DOgHsA7VoAAJXTc.jpg	data_image/iraq_iran_earthquake/13_11_2017/930001778115985408_0.jpg
930001895288029184	930001895288029184_0	not_informative	1.0	not_informative	1.0	not_humanitarian	1.0	not_humanitarian	1.0	nan	nan	RT @TomHall: #Breaking: Giant 7.2 #Earthquake hits Iraq ἞E἟6 #SundayMorning https://t.co/OargVOvsTu	http://pbs.twimg.com/media/DOdAM6XUQAA-nks.jpg	data_image/iraq_iran_earthquake/13_11_2017/930001895288029184_0.jpg
930001895288029184	930001895288029184_1	not_informative	1.0	not_informative	0.6364	not_humanitarian	1.0	not_humanitarian	0.6364	nan	nan	RT @TomHall: #Breaking: Giant 7.2 #Earthquake hits Iraq ἞E἟6 #SundayMorning https://t.co/OargVOvsTu	http://pbs.twimg.com/media/DOdANFcUIAAiJxW.jpg	data_image/iraq_iran_earthquake/13_11_2017/930001895288029184_1.jpg
930001895288029184	930001895288029184_2	not_informative	1.0	not_informative	0.9657	not_humanitarian	1.0	not_humanitarian	0.9657	nan	nan	RT @TomHall: #Breaking: Giant 7.2 #Earthquake hits Iraq ἞E἟6 #SundayMorning https://t.co/OargVOvsTu	http://pbs.twimg.com/media/DOdANLzVQAAOuHF.jpg	data_image/iraq_iran_earthquake/13_11_2017/930001895288029184_2.jpg
930001999155945472	930001999155945472_0	informative	0.6286	informative	1.0	other_relevant_information	0.6286	vehicle_damage	1.0	nan	nan	RT @TruTawar: More photos: #Earthquake at #Kurdistan -- photos belong to Kurdistan Iran cities and villages https://t.co/ADwBFo7yax	http://pbs.twimg.com/media/DOdTAqXW4AIRZyT.jpg	data_image/iraq_iran_earthquake/13_11_2017/930001999155945472_0.jpg
930001999155945472	930001999155945472_1	informative	0.6286	informative	1.0	other_relevant_information	0.6286	infrastructure_and_utility_damage	1.0	severe_damage	0.659	RT @TruTawar: More photos: #Earthquake at #Kurdistan -- photos belong to Kurdistan Iran cities and villages https://t.co/ADwBFo7yax	http://pbs.twimg.com/media/DOdTAqCW0AAnSjo.jpg	data_image/iraq_iran_earthquake/13_11_2017/930001999155945472_1.jpg
930001999155945472	930001999155945472_2	informative	0.6286	informative	0.3629	other_relevant_information	0.6286	other_relevant_information	0.3629	nan	nan	RT @TruTawar: More photos: #Earthquake at #Kurdistan -- photos belong to Kurdistan Iran cities and villages https://t.co/ADwBFo7yax	http://pbs.twimg.com/media/DOdTAqIWsAE72Dd.jpg	data_image/iraq_iran_earthquake/13_11_2017/930001999155945472_2.jpg
930001999155945472	930001999155945472_3	informative	0.6286	informative	1.0	other_relevant_information	0.6286	infrastructure_and_utility_damage	1.0	mild_damage	0.6758	RT @TruTawar: More photos: #Earthquake at #Kurdistan -- photos belong to Kurdistan Iran cities and villages https://t.co/ADwBFo7yax	http://pbs.twimg.com/media/DOdTAqKX0AAuV2f.jpg	data_image/iraq_iran_earthquake/13_11_2017/930001999155945472_3.jpg
930002028365049856	930002028365049856_0	informative	0.6581	informative	1.0	injured_or_dead_people	0.6581	infrastructure_and_utility_damage	1.0	severe_damage	1.0	No Kyrgyzstanis among victims of #earthquake in #Iran https://t.co/eNTqG5WNZ0 https://t.co/LBP7OsXK1S	http://pbs.twimg.com/media/DOgH6J5X0AAUTdT.jpg	data_image/iraq_iran_earthquake/13_11_2017/930002028365049856_0.jpg
930002146593869824	930002146593869824_0	informative	1.0	informative	0.6408	affected_individuals	1.0	rescue_volunteering_or_donation_effort	0.6408	nan	nan	RT @PressTV: Dozens rushed to hospitals in #Kermanshah after strong #earthquake hit western #Iran https://t.co/frRl7FfhQO	http://pbs.twimg.com/media/DOd2pezXcAEaBvY.jpg	data_image/iraq_iran_earthquake/13_11_2017/930002146593869824_0.jpg
930002970640388097	930002970640388097_0	informative	1.0	informative	1.0	other_relevant_information	1.0	infrastructure_and_utility_damage	1.0	severe_damage	0.6918	RT @PressTV: In pictures: Aftermath of 7.3 #earthquake that struck Iran-Iraq Border https://t.co/rADMPjBF9O	http://pbs.twimg.com/media/DOfe-wAW4AAMZNN.jpg	data_image/iraq_iran_earthquake/13_11_2017/930002970640388097_0.jpg
930002970640388097	930002970640388097_1	informative	1.0	informative	1.0	other_relevant_information	1.0	infrastructure_and_utility_damage	1.0	severe_damage	1.0	RT @PressTV: In pictures: Aftermath of 7.3 #earthquake that struck Iran-Iraq Border https://t.co/rADMPjBF9O	http://pbs.twimg.com/media/DOfe-vwWsAM2rwo.jpg	data_image/iraq_iran_earthquake/13_11_2017/930002970640388097_1.jpg
930002970640388097	930002970640388097_2	informative	1.0	informative	0.6646	other_relevant_information	1.0	rescue_volunteering_or_donation_effort	0.6646	nan	nan	RT @PressTV: In pictures: Aftermath of 7.3 #earthquake that struck Iran-Iraq Border https://t.co/rADMPjBF9O	http://pbs.twimg.com/media/DOfe-vzW4AAlfOa.jpg	data_image/iraq_iran_earthquake/13_11_2017/930002970640388097_2.jpg
930002970640388097	930002970640388097_3	informative	1.0	informative	1.0	other_relevant_information	1.0	infrastructure_and_utility_damage	1.0	severe_damage	1.0	RT @PressTV: In pictures: Aftermath of 7.3 #earthquake that struck Iran-Iraq Border https://t.co/rADMPjBF9O	http://pbs.twimg.com/media/DOffAbxWsAAu6by.jpg	data_image/iraq_iran_earthquake/13_11_2017/930002970640388097_3.jpg
